species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation
Arbutus menziesii,38.008633,-122.617828,4.0,,
Arbutus menziesii,37.827369,-122.170734,8.0,,
Arbutus menziesii,49.10243,-123.83588,15.0,,
Arbutus menziesii,48.645082,-122.614764,9.0,,
Arbutus menziesii,37.968064,-122.270304,3.0,,
Arbutus menziesii,47.78674,-122.372869,499.0,,
Arbutus menziesii,48.069831,-122.81672,38.0,,
Arbutus menziesii,48.775271,-123.291281,17.0,,
Arbutus menziesii,48.19516,-122.464149,4.0,,
Arbutus menziesii,38.296669,-122.319675,6.0,,
Arbutus menziesii,49.251235,-123.237758,4.0,,
Arbutus menziesii,48.611787,-123.446397,16.0,,
Arbutus menziesii,37.00449,-122.056769,10.0,,
Arbutus menziesii,37.431846,-122.310853,8.0,,
Arbutus menziesii,47.942445,-122.247583,3.0,,
Arbutus menziesii,37.1959,-121.934226,456.0,,
Arbutus menziesii,49.234127,-123.963414,5.0,,
Arbutus menziesii,47.766533,-122.529205,3.0,,
Arbutus menziesii,42.726184,-123.599188,6.0,,
Arbutus menziesii,49.638375,-124.008469,15.0,,
Arbutus menziesii,39.001153,-123.083572,37.0,,
Arbutus menziesii,37.08495,-121.794762,10.0,,
Arbutus menziesii,49.480247,-124.711514,208.0,,
Arbutus menziesii,49.556983,-123.236078,181.0,,
Arbutus menziesii,47.549884,-122.249465,61.0,,
Arbutus menziesii,49.135694,-123.916465,22.0,,
Arbutus menziesii,48.492103,-123.354242,5.0,,
Arbutus menziesii,49.794504,-124.622883,34.0,,
Arbutus menziesii,48.456552,-123.335088,35.0,,
Arbutus menziesii,36.992267,-122.049378,16.0,,
Arbutus menziesii,48.485549,-123.513591,3.0,,
Arbutus menziesii,36.246513,-121.726295,4.0,,
Arbutus menziesii,37.403088,-122.239792,3.0,,
Arbutus menziesii,48.536727,-123.123775,4.0,,
Arbutus menziesii,47.672817,-122.308549,34.0,,
Arbutus menziesii,47.214171,-122.401662,22.0,,
Arbutus menziesii,49.539803,-123.977806,5.0,,
Arbutus menziesii,42.188583,-122.718322,165.0,,
Arbutus menziesii,40.599475,-124.147867,4.0,,
Arbutus menziesii,38.557503,-122.640171,5.0,,
Arbutus menziesii,38.560582,-122.678012,28.0,,
Arbutus menziesii,49.153062,-123.889913,5.0,,
Arbutus menziesii,47.511726,-122.498573,82.0,,
Arbutus menziesii,39.216788,-121.032363,9.0,,
Arbutus menziesii,48.422192,-123.417222,5.0,,
Arbutus menziesii,47.528015,-122.396652,4.0,,
Arbutus menziesii,48.866766,-123.340338,26.0,,
Arbutus menziesii,39.846758,-121.594429,16.0,,
Arbutus menziesii,47.797487,-122.339347,7.0,,
Arbutus menziesii,47.06915,-122.89843,9.0,,
Arbutus menziesii,48.411428,-123.65818,4.0,,
Arbutus menziesii,37.441174,-122.29178,10.0,,
Arbutus menziesii,48.610928,-123.632976,4.0,,
Arbutus menziesii,48.515446,-123.151199,70.0,,
Arbutus menziesii,37.374638,-122.283753,10.0,,
Arbutus menziesii,49.445299,-123.336286,40.0,,
Arbutus menziesii,48.063748,-123.806583,6.0,,
Arbutus menziesii,37.922845,-122.193833,305.0,,
Arbutus menziesii,37.928274,-122.581618,4.0,,
Arbutus menziesii,38.353195,-122.536898,7.0,,
Arbutus menziesii,37.766225,-122.469728,4.0,,
Arbutus menziesii,44.407908,-123.336105,30.0,,
Arbutus menziesii,48.468209,-123.430228,111.0,,
Arbutus menziesii,49.163882,-123.894347,213.0,,
Arbutus menziesii,38.566055,-123.015656,10.0,,
Arbutus menziesii,49.942692,-124.785002,11.0,,
Arbutus menziesii,37.799012,-122.151222,6.0,,
Arbutus menziesii,49.023564,-123.830428,4.0,,
Arbutus menziesii,35.892526,-121.442176,61.0,,
Arbutus menziesii,48.59853,-122.944104,7.0,,
Arbutus menziesii,38.43925,-122.631613,6.0,,
Arbutus menziesii,49.442813,-123.338269,5.0,,
Arbutus menziesii,37.228733,-122.096458,8.0,,
Arbutus menziesii,37.92871,-122.539665,10.0,,
Arbutus menziesii,48.473225,-123.374686,13.0,,
Arbutus menziesii,37.018517,-121.695831,4.0,,
Arbutus menziesii,48.434693,-123.452323,112.0,,
Arbutus menziesii,40.818306,-122.898883,7.0,,
Arbutus menziesii,48.58211,-123.144362,25.0,,
Arbutus menziesii,38.81518,-120.92515,8.0,,
Arbutus menziesii,37.158505,-121.879517,31.0,,
Arbutus menziesii,40.935405,-122.184167,50.0,,
Arbutus menziesii,41.823447,-122.976175,244.0,,
Arbutus menziesii,48.45746,-123.306339,263.0,,
Arbutus menziesii,48.413508,-123.483458,8.0,,
Arbutus menziesii,44.607228,-123.28482,5.0,,
Arbutus menziesii,48.101258,-122.591246,7.0,,
Arbutus menziesii,41.089252,-123.692578,22.0,,
Arbutus menziesii,47.21376,-122.402752,5.0,,
Arbutus menziesii,47.552718,-122.255089,22.0,,
Arbutus menziesii,37.33523,-122.22622,5.0,,
Arbutus menziesii,38.407553,-122.486249,5.0,,
Arbutus menziesii,49.21583,-124.847747,6.0,,
Arbutus menziesii,49.224573,-123.94799,82.0,,
Arbutus menziesii,48.496834,-123.314486,4.0,,
Arbutus menziesii,48.386523,-123.516123,406.0,,
Arbutus menziesii,49.130722,-123.865946,2.0,,
Arbutus menziesii,38.351181,-122.552825,30.0,,
Arbutus menziesii,48.495,-123.348458,16.0,,
Arbutus menziesii,36.636288,-121.735987,4.0,,
Arbutus menziesii,45.209842,-122.241762,4.0,,
Arbutus menziesii,38.004081,-122.46653,200.0,,
Arbutus menziesii,37.483803,-121.743019,7.0,,
Arbutus menziesii,37.953833,-122.577608,25.0,,
Arbutus menziesii,38.973897,-121.198638,5.0,,
Arbutus menziesii,47.69695,-122.371151,31.0,,
Arbutus menziesii,49.018169,-123.813371,4.0,,
Arbutus menziesii,44.411018,-123.345917,196.0,,
Arbutus menziesii,39.283663,-121.028629,6.0,,
Arbutus menziesii,37.378877,-122.275943,4.0,,
Arbutus menziesii,48.464057,-123.312394,26.0,,
Arbutus menziesii,49.482472,-123.762937,169.0,,
Arbutus menziesii,38.68763,-122.966991,5.0,,
Arbutus menziesii,39.522572,-123.387292,16.0,,
Arbutus menziesii,49.135431,-123.831772,17.0,,
Arbutus menziesii,48.40518,-122.644662,10.0,,
Arbutus menziesii,48.424688,-123.584512,4.0,,
Arbutus menziesii,48.420247,-123.300745,5.0,,
Arbutus menziesii,48.577397,-123.465303,13.0,,
Arbutus menziesii,37.329353,-122.196595,5.0,,
Arbutus menziesii,36.9771,-122.082516,13.0,,
Arbutus menziesii,48.491725,-123.352272,12.0,,
Arbutus menziesii,48.563458,-123.447167,16.0,,
Arbutus menziesii,48.383606,-123.515302,180.0,,
Arbutus menziesii,49.298982,-124.549636,31.0,,
Arbutus menziesii,48.514494,-123.573646,8.0,,
Arbutus menziesii,37.410163,-122.264145,4.0,,
Arbutus menziesii,39.20883,-121.056633,24.0,,
Arbutus menziesii,36.454509,-121.784929,7.0,,
Arbutus menziesii,42.893155,-123.531985,250.0,,
Arbutus menziesii,38.583213,-122.695962,4.0,,
Arbutus menziesii,48.363087,-123.534125,4.0,,
Arbutus menziesii,37.926384,-122.553289,4.0,,
Arbutus menziesii,42.189481,-122.716709,172.0,,
Arbutus menziesii,40.646169,-122.953919,43.0,,
Arbutus menziesii,48.459803,-123.311767,6.0,,
Arbutus menziesii,37.915025,-122.581218,11.0,,
Arbutus menziesii,37.428645,-122.304484,6.0,,
Arbutus menziesii,48.980511,-123.802982,2.0,,
Arbutus menziesii,40.88573,-123.6072,14.0,,
Arbutus menziesii,37.050016,-122.136222,293.0,,
Arbutus menziesii,37.146775,-122.18,10.0,,
Arbutus menziesii,36.390112,-121.662689,214.0,,
Arbutus menziesii,47.215055,-122.400536,132.0,,
Arbutus menziesii,37.991932,-122.507263,4.0,,
Arbutus menziesii,38.009686,-122.614058,4.0,,
Arbutus menziesii,48.492136,-122.692929,338.0,,
Arbutus menziesii,48.578425,-123.56907,4.0,,
Arbutus menziesii,48.582384,-123.142204,351.0,,
Arbutus menziesii,48.528084,-123.466749,8.0,,
Arbutus menziesii,37.039055,-122.049818,364.0,,
Arbutus menziesii,48.472217,-123.54708,8.0,,
Arbutus menziesii,48.450111,-123.371134,22.0,,
Arbutus menziesii,36.32275,-121.574312,18.0,,
Arbutus menziesii,36.176217,-121.631308,10.0,,
Arbutus menziesii,40.82013,-123.481308,5.0,,
Arbutus menziesii,48.494645,-123.34623,4.0,,
Arbutus menziesii,38.576738,-122.42195,5.0,,
Arbutus menziesii,49.450878,-124.164581,20.0,,
Arbutus menziesii,37.058699,-122.095274,4.0,,
Arbutus menziesii,48.466984,-123.315972,111.0,,
Arbutus menziesii,44.959983,-123.06236,357.0,,
Arbutus menziesii,42.188648,-122.718381,65.0,,
Arbutus menziesii,48.782986,-123.677175,3.0,,
Arbutus menziesii,43.141756,-124.376954,6.0,,
Arbutus menziesii,48.47577,-123.300597,4.0,,
Arbutus menziesii,37.797753,-122.153897,8.0,,
Arbutus menziesii,48.817245,-123.31205,16.0,,
Arbutus menziesii,45.361322,-122.617328,176.0,,
Arbutus menziesii,44.039574,-123.055942,41.0,,
Arbutus menziesii,42.197889,-122.725419,7.0,,
Arbutus menziesii,37.825242,-122.053397,4.0,,
Arbutus menziesii,44.706444,-123.204942,50.0,,
Arbutus menziesii,48.655936,-123.733033,31.0,,
Arbutus menziesii,48.53368,-123.388855,10.0,,
Arbutus menziesii,48.46173,-123.317017,16.0,,
Arbutus menziesii,41.139995,-123.894538,4.0,,
Arbutus menziesii,48.512008,-123.530303,5.0,,
Arbutus menziesii,48.473664,-123.375056,4.0,,
Arbutus menziesii,49.517547,-124.587447,5.0,,
Arbutus menziesii,48.474197,-123.307512,5.0,,
Arbutus menziesii,36.99026,-122.041435,15.0,,
Arbutus menziesii,37.307847,-122.175972,5.0,,
Arbutus menziesii,34.510955,-119.813522,10.0,,
Arbutus menziesii,49.331307,-123.265988,3.0,,
Arbutus menziesii,37.773339,-122.126264,11.0,,
Arbutus menziesii,34.507253,-119.866425,11.0,,
Arbutus menziesii,37.826038,-122.175422,82.0,,
Arbutus menziesii,37.101292,-121.945463,13.0,,
Arbutus menziesii,37.396055,-122.280425,448.0,,
Arbutus menziesii,44.590715,-123.361479,22.0,,
Arbutus menziesii,42.743758,-122.497405,128.0,,
Arbutus menziesii,42.012034,-123.129451,5.0,,
Arbutus menziesii,38.57172,-122.69417,4.0,,
Arbutus menziesii,35.34751,-120.631282,12.0,,
Arbutus menziesii,48.461388,-123.312217,25.0,,
Arbutus menziesii,37.014698,-122.07493,6.0,,
Arbutus menziesii,49.331637,-123.263586,179.0,,
Arbutus menziesii,37.766186,-122.469703,7.0,,
Arbutus menziesii,48.323905,-123.635728,13.0,,
Arbutus menziesii,37.341691,-122.222312,16.0,,
Arbutus menziesii,47.536213,-122.561425,4.0,,
Arbutus menziesii,36.982454,-121.927164,11.0,,
Arbutus menziesii,38.996357,-123.079846,34.0,,
Arbutus menziesii,49.275155,-123.151996,5.0,,
Arbutus menziesii,38.55685,-122.639105,15.0,,
Arbutus menziesii,35.836108,-121.340211,5.0,,
Arbutus menziesii,48.461531,-123.316495,4.0,,
Arbutus menziesii,49.122617,-123.968375,8.0,,
Arbutus menziesii,48.432697,-123.714912,4.0,,
Arbutus menziesii,36.099776,-121.493935,5.0,,
Arbutus menziesii,49.13159,-123.829381,353.0,,
Arbutus menziesii,47.213768,-122.400077,287.0,,
Arbutus menziesii,48.458257,-123.410244,9.0,,
Arbutus menziesii,44.667939,-123.219176,195.0,,
Arbutus menziesii,37.805364,-122.211995,13.0,,
Arbutus menziesii,37.21142,-122.139182,5.0,,
Arbutus menziesii,40.163703,-123.461037,4.0,,
Arbutus menziesii,48.423083,-123.244149,5.0,,
Arbutus menziesii,38.63904,-122.854992,8.0,,
Arbutus menziesii,37.389605,-122.304978,4.0,,
Arbutus menziesii,49.568462,-124.79473,4.0,,
Arbutus menziesii,48.455472,-123.312417,73.0,,
Arbutus menziesii,48.408188,-122.652935,9.0,,
Arbutus menziesii,48.534919,-122.558251,7.0,,
Arbutus menziesii,48.141506,-122.775471,5.0,,
Arbutus menziesii,44.608021,-123.286082,184.0,,
Arbutus menziesii,44.606389,-123.279508,62.0,,
Arbutus menziesii,48.463097,-123.312425,50.0,,
Arbutus menziesii,50.157661,-124.76541,98.0,,
Arbutus menziesii,49.1723,-123.938482,4.0,,
Arbutus menziesii,48.409007,-123.658478,19.0,,
Arbutus menziesii,48.844097,-123.399553,5.0,,
Arbutus menziesii,48.532721,-123.023972,13.0,,
Arbutus menziesii,49.564942,-123.989303,6.0,,
Arbutus menziesii,38.009372,-122.491762,4.0,,
Arbutus menziesii,37.402077,-122.334795,32.0,,
Arbutus menziesii,48.463604,-123.314268,191.0,,
Arbutus menziesii,44.059003,-123.09925,68.0,,
Arbutus menziesii,48.686017,-123.434242,16.0,,
Arbutus menziesii,48.559595,-123.502158,142.0,,
Arbutus menziesii,49.458179,-124.283638,20.0,,
Arbutus menziesii,38.027943,-122.653924,5.0,,
Arbutus menziesii,37.849267,-122.19598,5.0,,
Arbutus menziesii,37.575886,-122.464836,4.0,,
Arbutus menziesii,37.953669,-121.883431,5.0,,
Arbutus menziesii,48.464112,-123.433783,292.0,,
Arbutus menziesii,37.434708,-122.289311,4.0,,
Arbutus menziesii,48.51917,-123.513947,48.0,,
Arbutus menziesii,44.595428,-123.276034,309.0,,
Arbutus menziesii,37.324371,-122.183151,4.0,,
Arbutus menziesii,49.33672,-123.26921,9.0,,
Arbutus menziesii,38.548357,-122.529244,4.0,,
Arbutus menziesii,41.85032,-123.901725,122.0,,
Arbutus menziesii,38.777333,-120.995255,5.0,,
Arbutus menziesii,37.466155,-122.28547,7.0,,
Arbutus menziesii,38.057862,-122.553757,31.0,,
Arbutus menziesii,47.656947,-122.421883,4.0,,
Arbutus menziesii,37.813597,-122.175576,5.0,,
Arbutus menziesii,48.338256,-123.697708,78.0,,
Arbutus menziesii,49.640814,-124.443963,3.0,,
Arbutus menziesii,37.284387,-122.258213,49.0,,
Arbutus menziesii,43.155522,-124.398496,7.0,,
Arbutus menziesii,44.554792,-123.355424,117.0,,
Arbutus menziesii,48.479675,-123.305267,24.0,,
Arbutus menziesii,39.842856,-121.560374,44.0,,
Arbutus menziesii,35.341378,-120.620504,30.0,,
Arbutus menziesii,35.835105,-121.340875,4.0,,
Arbutus menziesii,47.725587,-122.323083,5.0,,
Arbutus menziesii,48.69061,-122.493207,8.0,,
Arbutus menziesii,47.658131,-122.405556,9.0,,
Arbutus menziesii,49.064808,-123.655625,7.0,,
Arbutus menziesii,49.293007,-124.580994,8.0,,
Arbutus menziesii,37.957408,-122.60337,5.0,,
Arbutus menziesii,48.438026,-123.450264,5.0,,
Arbutus menziesii,37.103425,-122.140039,4.0,,
Arbutus menziesii,47.657438,-122.293358,4.0,,
Arbutus menziesii,49.519683,-124.596169,10.0,,
Arbutus menziesii,38.001008,-122.461715,192.0,,
Arbutus menziesii,47.051314,-122.848063,9.0,,
Arbutus menziesii,37.982643,-122.602615,5.0,,
Arbutus menziesii,42.939742,-123.264482,100.0,,
Arbutus menziesii,42.97894,-123.474013,33.0,,
Arbutus menziesii,49.542825,-124.757629,5.0,,
Arbutus menziesii,46.80748,-122.431305,9.0,,
Arbutus menziesii,36.450527,-121.770642,21.0,,
Arbutus menziesii,48.459718,-123.311815,10.0,,
Arbutus menziesii,35.281947,-120.479828,10.0,,
Arbutus menziesii,48.507933,-123.376183,8.0,,
Arbutus menziesii,38.45185,-122.574101,180.0,,
Arbutus menziesii,37.022483,-122.079833,110.0,,
Arbutus menziesii,37.997028,-122.510505,6.0,,
Arbutus menziesii,48.471867,-123.474494,5.0,,
Arbutus menziesii,48.476332,-123.305956,19.0,,
Arbutus menziesii,36.470286,-121.746667,83.0,,
Arbutus menziesii,44.029056,-122.90567,10.0,,
Arbutus menziesii,37.360247,-122.215005,3.0,,
Arbutus menziesii,44.073049,-123.116705,184.0,,
Arbutus menziesii,48.443417,-123.301675,12.0,,
Arbutus menziesii,37.986607,-122.522167,112.0,,
Arbutus menziesii,47.316858,-122.537666,20.0,,
Arbutus menziesii,48.457413,-123.478039,156.0,,
Arbutus menziesii,47.501616,-122.284731,14.0,,
Arbutus menziesii,37.57191,-122.48169,5.0,,
Arbutus menziesii,48.609295,-123.520781,123.0,,
Arbutus menziesii,34.671288,-120.420953,50.0,,
Arbutus menziesii,48.463678,-123.330588,5.0,,
Arbutus menziesii,47.529411,-122.395227,35.0,,
Arbutus menziesii,49.25855,-123.227828,4.0,,
Arbutus menziesii,37.231418,-122.097117,4.0,,
Arbutus menziesii,49.133256,-123.693808,5.0,,
Arbutus menziesii,48.416128,-123.365187,4.0,,
Arbutus menziesii,48.797138,-123.392647,2.0,,
Arbutus menziesii,42.098328,-123.407295,35.0,,
Arbutus menziesii,42.51731,-123.45741,20.0,,
Arbutus menziesii,37.034627,-122.045123,456.0,,
Arbutus menziesii,48.445946,-123.406766,23.0,,
Arbutus menziesii,48.454937,-123.480669,115.0,,
Arbutus menziesii,37.466203,-122.279367,5.0,,
Arbutus menziesii,48.614139,-123.464302,64.0,,
Arbutus menziesii,48.592506,-123.275014,122.0,,
Arbutus menziesii,36.985903,-122.069429,5.0,,
Arbutus menziesii,38.342882,-122.528393,4.0,,
Arbutus menziesii,48.463829,-123.311965,32.0,,
Arbutus menziesii,44.605454,-123.290437,321.0,,
Arbutus menziesii,39.26816,-121.034086,142.0,,
Arbutus menziesii,48.528933,-123.528908,4.0,,
Arbutus menziesii,47.528186,-122.266612,35.0,,
Arbutus menziesii,39.29239,-121.197167,5.0,,
Arbutus menziesii,38.437498,-122.633687,17.0,,
Arbutus menziesii,38.570662,-123.295176,4.0,,
Arbutus menziesii,49.082839,-123.710486,6.0,,
Arbutus menziesii,48.512496,-123.40577,4.0,,
Arbutus menziesii,47.668241,-122.508267,23.0,,
Arbutus menziesii,38.814903,-120.924988,5.0,,
Arbutus menziesii,35.287953,-120.478023,3.0,,
Arbutus menziesii,45.358642,-122.792213,8.0,,
Arbutus menziesii,37.939339,-122.580885,4.0,,
Arbutus menziesii,48.491342,-123.345767,234.0,,
Arbutus menziesii,36.64139,-121.747214,395.0,,
Arbutus menziesii,37.848278,-121.929467,4.0,,
Arbutus menziesii,49.216126,-123.991596,125.0,,
Arbutus menziesii,48.073548,-123.77328,8.0,,
Arbutus menziesii,37.407879,-122.237258,5.0,,
Arbutus menziesii,48.460695,-123.470978,72.0,,
Arbutus menziesii,48.472267,-123.474655,4.0,,
Arbutus menziesii,48.774597,-123.368513,14.0,,
Arbutus menziesii,48.430878,-122.638931,8.0,,
Arbutus menziesii,37.029822,-122.04628,5.0,,
Arbutus menziesii,37.947601,-122.595712,5.0,,
Arbutus menziesii,48.43512,-123.450249,5.0,,
Arbutus menziesii,41.802764,-124.058883,4.0,,
Arbutus menziesii,48.915793,-123.425002,203.0,,
Arbutus menziesii,43.011201,-123.648793,8.0,,
Arbutus menziesii,48.498233,-123.514824,40.0,,
Arbutus menziesii,45.509926,-122.667183,122.0,,
Arbutus menziesii,48.165517,-123.70562,4.0,,
Arbutus menziesii,47.096695,-122.936596,17.0,,
Arbutus menziesii,48.516249,-123.53341,106.0,,
Arbutus menziesii,37.081511,-121.79525,4.0,,
Arbutus menziesii,37.332686,-122.123532,4.0,,
Arbutus menziesii,48.856706,-123.345534,31.0,,
Arbutus menziesii,45.514878,-122.716423,5.0,,
Arbutus menziesii,48.856608,-123.540658,472.0,,
Arbutus menziesii,48.491212,-123.344337,7.0,,
Arbutus menziesii,47.478847,-122.362719,122.0,,
Arbutus menziesii,48.321612,-123.54257,488.0,,
Arbutus menziesii,48.807342,-123.610488,15.0,,
Arbutus menziesii,42.61638,-123.59575,250.0,,
Arbutus menziesii,48.058211,-123.799163,8.0,,
Arbutus menziesii,38.443044,-122.631191,9.0,,
Arbutus menziesii,49.071511,-123.698844,7.0,,
Arbutus menziesii,39.147881,-121.039017,5.0,,
Arbutus menziesii,39.852908,-123.741853,10.0,,
Arbutus menziesii,48.1258,-123.568689,65.0,,
Arbutus menziesii,37.366554,-122.183133,15.0,,
Arbutus menziesii,37.825263,-122.053344,5.0,,
Arbutus menziesii,36.776153,-121.474075,4.0,,
Arbutus menziesii,37.362017,-122.176784,15.0,,
Arbutus menziesii,48.461341,-123.317269,52.0,,
Arbutus menziesii,48.493033,-123.3451,24.0,,
Arbutus menziesii,49.388543,-123.48429,4.0,,
Arbutus menziesii,48.469879,-123.418456,5.0,,
Arbutus menziesii,49.291121,-124.579096,8.0,,
Arbutus menziesii,48.496063,-123.314288,178.0,,
Arbutus menziesii,39.437618,-123.258791,156.0,,
Arbutus menziesii,37.714991,-122.055452,8.0,,
Arbutus menziesii,39.766605,-121.518813,4.0,,
Arbutus menziesii,48.420989,-123.238858,76.0,,
Arbutus menziesii,49.315149,-124.555451,12.0,,
Arbutus menziesii,48.325706,-123.630576,15.0,,
Arbutus menziesii,48.315097,-123.646063,4.0,,
Arbutus menziesii,39.213066,-121.03791,4.0,,
Arbutus menziesii,49.133183,-123.693497,73.0,,
Arbutus menziesii,38.877964,-123.256758,5.0,,
Arbutus menziesii,48.720507,-122.509541,5.0,,
Arbutus menziesii,48.59772,-122.945801,9.0,,
Arbutus menziesii,48.813642,-123.319712,16.0,,
Arbutus menziesii,49.606007,-124.059836,85.0,,
Arbutus menziesii,37.383764,-122.25742,8.0,,
Arbutus menziesii,48.537666,-123.481138,4.0,,
Arbutus menziesii,48.55773,-122.870073,8.0,,
Arbutus menziesii,38.022354,-122.52206,64.0,,
Arbutus menziesii,48.851438,-123.445253,4.0,,
Arbutus menziesii,38.348546,-122.535487,200.0,,
Arbutus menziesii,37.374666,-122.277871,15.0,,
Arbutus menziesii,48.672782,-123.426059,8.0,,
Arbutus menziesii,48.653738,-122.612422,8.0,,
Arbutus menziesii,39.668453,-121.561737,5.0,,
Arbutus menziesii,37.001258,-121.706238,5.0,,
Arbutus menziesii,37.018356,-122.076355,50.0,,
Arbutus menziesii,48.746249,-123.258603,5.0,,
Arbutus menziesii,37.36627,-122.239662,7.0,,
Arbutus menziesii,38.345775,-122.590972,30.0,,
Arbutus menziesii,48.461608,-123.302308,35.0,,
Arbutus menziesii,38.355498,-122.551066,16.0,,
Arbutus menziesii,44.409889,-123.333257,185.0,,
Arbutus menziesii,36.758513,-121.503447,10.0,,
Arbutus menziesii,48.451202,-123.431793,8.0,,
Arbutus menziesii,48.561527,-123.470192,25.0,,
Arbutus menziesii,48.893712,-123.404979,43.0,,
Arbutus menziesii,48.459755,-123.311692,16.0,,
Arbutus menziesii,38.635433,-122.860385,5.0,,
Arbutus menziesii,50.12487,-124.840761,15.0,,
Arbutus menziesii,48.413182,-123.361857,21.0,,
Arbutus menziesii,45.571061,-123.172485,5.0,,
Arbutus menziesii,38.5911,-123.317131,6.0,,
Arbutus menziesii,49.162964,-123.892387,35.0,,
Arbutus menziesii,47.31243,-122.54232,10.0,,
Arbutus menziesii,44.700289,-123.213972,5.0,,
Arbutus menziesii,38.095014,-122.638938,6.0,,
Arbutus menziesii,49.043157,-123.781242,146.0,,
Arbutus menziesii,48.492728,-123.349887,8.0,,
Arbutus menziesii,37.756269,-122.116974,5.0,,
Arbutus menziesii,48.385036,-123.508793,42.0,,
Arbutus menziesii,48.439487,-123.297417,3.0,,
Arbutus menziesii,48.457685,-123.309392,10.0,,
Arbutus menziesii,50.143862,-125.146812,12.0,,
Arbutus menziesii,48.389065,-123.514114,459.0,,
Arbutus menziesii,49.169407,-123.970428,83.0,,
Arbutus menziesii,49.450538,-124.163837,20.0,,
Arbutus menziesii,49.377333,-123.277333,15.0,,
Arbutus menziesii,38.56584,-122.68684,8.0,,
Arbutus menziesii,38.443175,-122.965964,10.0,,
Arbutus menziesii,37.82909,-121.8604,25.0,,
Arbutus menziesii,37.05002,-122.132897,4.0,,
Arbutus menziesii,44.231997,-123.335178,4.0,,
Arbutus menziesii,38.66711,-123.217435,15.0,,
Arbutus menziesii,38.69157,-122.499987,8.0,,
Arbutus menziesii,37.438825,-122.317735,16.0,,
Arbutus menziesii,37.928467,-122.578701,192.0,,
Arbutus menziesii,49.333897,-123.258475,16.0,,
Arbutus menziesii,50.0374,-124.817928,35.0,,
Arbutus menziesii,45.559687,-122.764983,4.0,,
Arbutus menziesii,49.314044,-124.552686,6.0,,
Arbutus menziesii,48.684811,-123.436233,9.0,,
Arbutus menziesii,44.608382,-123.282913,9.0,,
Arbutus menziesii,49.210502,-123.972777,2.0,,
Arbutus menziesii,36.972438,-122.078353,6.0,,
Arbutus menziesii,48.687342,-123.436149,6.0,,
Arbutus menziesii,48.525317,-123.482703,25.0,,
Arbutus menziesii,38.45185,-122.574101,180.0,,
Arbutus menziesii,48.473768,-123.374927,5.0,,
Arbutus menziesii,49.075006,-123.654778,4.0,,
Arbutus menziesii,48.492329,-123.344719,5.0,,
Arbutus menziesii,37.526044,-122.359009,95.0,,
Arbutus menziesii,44.606362,-123.279228,7.0,,
Arbutus menziesii,37.430294,-122.310013,15.0,,
Arbutus menziesii,48.619942,-123.029778,5.0,,
Arbutus menziesii,48.431725,-123.313355,48.0,,
Arbutus menziesii,49.309021,-124.362386,16.0,,
Arbutus menziesii,37.995194,-122.60883,16.0,,
Arbutus menziesii,46.840572,-122.316498,10.0,,
Arbutus menziesii,48.45968,-123.307795,4.0,,
Arbutus menziesii,37.327106,-122.093522,422.0,,
Arbutus menziesii,49.384606,-123.494143,4.0,,
Arbutus menziesii,35.85523,-121.37874,15.0,,
Arbutus menziesii,48.75505,-122.481133,16.0,,
Arbutus menziesii,44.606469,-123.287503,194.0,,
Arbutus menziesii,48.445997,-123.716355,6.0,,
Arbutus menziesii,37.486028,-122.289108,105.0,,
Arbutus menziesii,49.140817,-123.926628,4.0,,
Arbutus menziesii,49.333586,-123.267956,5.0,,
Arbutus menziesii,48.509664,-123.533944,212.0,,
Arbutus menziesii,49.517581,-124.587197,10.0,,
Arbutus menziesii,46.839762,-122.340492,4.0,,
Arbutus menziesii,48.421955,-123.467772,6.0,,
Arbutus menziesii,36.463395,-121.786277,11.0,,
Arbutus menziesii,48.475942,-123.300483,4.0,,
Arbutus menziesii,48.479125,-123.304162,6.0,,
Arbutus menziesii,47.670697,-122.306542,14.0,,
Arbutus menziesii,48.512901,-123.523407,488.0,,
Arbutus menziesii,49.36563,-123.265625,4.0,,
Arbutus menziesii,38.417922,-122.587806,5.0,,
Arbutus menziesii,48.45791,-123.309132,3.0,,
Arbutus menziesii,37.050551,-122.153232,5.0,,
Arbutus menziesii,44.057517,-123.09285,3.0,,
Arbutus menziesii,37.229228,-122.07788,4.0,,
Arbutus menziesii,48.566923,-122.498113,4.0,,
Arbutus menziesii,36.952147,-121.845025,12.0,,
Arbutus menziesii,49.517921,-124.599046,20.0,,
Arbutus menziesii,47.736275,-122.26477,5.0,,
Arbutus menziesii,47.630713,-122.294708,4.0,,
Arbutus menziesii,37.981619,-122.620215,146.0,,
Arbutus menziesii,49.248737,-124.351592,10.0,,
Arbutus menziesii,45.452327,-122.871118,195.0,,
Arbutus menziesii,48.748833,-123.228005,35.0,,
Arbutus menziesii,37.889834,-122.322762,132.0,,
Arbutus menziesii,37.046397,-122.136497,3.0,,
Arbutus menziesii,48.094666,-122.491583,4.0,,
Arbutus menziesii,37.840928,-122.192092,10.0,,
Arbutus menziesii,48.509586,-123.390339,4.0,,
Arbutus menziesii,38.423955,-120.642226,7.0,,
Arbutus menziesii,38.344275,-122.519423,5.0,,
Arbutus menziesii,38.070575,-122.591347,4.0,,
Arbutus menziesii,40.825142,-122.156822,4.0,,
